,0
156,105991.83369912278
157,280536.48021520657
158,234846.822790278
159,288296.2980414047
160,165322.5596662473
161,341825.18464311835
162,218321.2129289798
163,94003.25533491682
164,154374.74443987347
165,130915.34371903431
166,196740.14451842636
167,325254.39721305476
168,189749.41967340498
169,202513.86550400231
170,131388.87451404013
171,175253.66811638296
172,237618.2020141963
173,158130.13646040604
174,205649.0432665057
175,228986.67487376678
176,215468.71407076946
177,185646.15337241613
178,504240.3072782319
179,104326.22333019617
180,178440.1472007237
181,196620.76878733927
182,112763.30505971804
183,211392.96249011488
184,128469.99019910335
185,288588.7447650381
186,174128.0530472154
187,142906.17712448118
188,151099.17307020773
189,260942.07690133952
190,282722.1022039876
191,174419.31764495606
192,190714.03595333983
193,137715.94912272034
194,126118.13025292038
195,147889.16448171812
196,325632.9237565862
197,221132.12445080967
198,121106.26872220356
199,294119.4506584962
200,144867.67765035812
201,167665.05015610374
202,115697.94269864765
203,145685.33452880385
204,118947.92967178015
205,186342.77617667028
206,146739.70934789674
207,136602.23146040985
208,270584.58208362386
209,143260.54453829082
210,101463.71774519885
211,182652.48695083693
212,231456.06319303767
213,153449.82609865605
214,162840.266225625
215,138851.9997313819
216,207806.1643917897
217,107510.61447577714
218,208251.57039224592
219,167657.2363897939
220,208580.9258721027
221,225011.93591903072
222,178367.87697412507
223,111217.39137417306
224,399117.0974006278
225,112837.36467344382
226,295793.0713180123
227,96180.08669135363
228,125121.20024947467
229,192439.32623333903
230,150364.50406237278
231,393811.5384475689
232,97710.57659797439
233,134742.01803906553
234,220033.26259744607
235,87633.90695940865
236,183188.74314405545
237,202195.75782134244
238,290571.135343432
239,128940.60047395805
240,251450.15947497982
241,105656.24508854581
242,99548.0741837736
243,124037.85543413078
244,212010.79387560362
245,230112.5741540979
246,133157.67257784487
247,144761.12518857402
248,190911.0203888248
249,243406.05095415798
250,85545.6222879051
251,291341.7892026531
252,183319.60706911611
253,169882.48798018807
254,144989.42521720042
255,228479.08881348534
256,192015.78221539943
257,241964.7140356055
258,211209.36251741345
259,100371.75884899004
260,165969.02822874897
261,361543.13856097194
262,143809.03472508444
263,128723.1304433385
264,82801.98534252428
265,178036.48048544503
266,186206.1468367459
267,172745.57412453686
268,108863.1339287387
269,146659.23342413208
270,263928.315984838
271,201918.4587299359
272,307520.2017060411
273,142938.62236640372
274,122188.70571989992
275,145832.38006663538
276,202709.88151825182
277,120287.24059703609
278,392386.0830259551
279,190813.47064323895
280,225115.98241789493
281,179985.50834418443
282,213956.8276515704
283,235775.42415426573
284,192454.42458446615
285,165519.474286593
286,158388.56095352705
287,93531.92159216596
288,125454.65761287064
289,154777.48872076656
290,236999.14785579572
291,137868.39317985732
292,146157.26642568046
293,235727.8908492002
294,164184.31434735874
295,138720.32257772097
296,148891.2767008639
297,232426.15121623076
298,177351.47085144155
299,141046.46761367546
300,157544.3678597653
301,263835.55634650245
302,236481.85226574494
303,137290.61094105884
304,222673.17938920122
305,311352.811059527
306,233728.03759641357
307,110274.46831277038
308,112581.38334079449
309,353178.02295209863
310,183021.31996263732
311,130042.89841653776
312,123311.84638513078
313,368704.17395840836
314,152315.46220893905
315,184831.16683356828
316,227335.0247776077
317,258431.82232188733
318,340344.02626242803
319,175840.07028658563
320,348110.80859004345
321,323131.597185845
322,284006.5064762896
323,131472.32060160104
324,247516.51525373326
325,76919.57076998493
326,306849.0886958417
327,157652.43067483298
328,192311.64690257137
329,82023.59853861302
330,134006.6680808656
331,139038.9482956473
332,257811.0795440179
333,207836.56508817367
334,188023.27006567054
335,224325.72440713437
336,361991.2005784765
337,215860.83891996276
338,195905.18023229876
339,156212.74429851925
340,211152.30462450805
341,85970.24704260392
342,88936.55525449355
343,258465.93284090192
344,88864.57266183267
345,146783.7697963854
346,123288.89651887442
347,166925.22384133263
348,183120.084853912
349,469318.2973704435
350,304403.2114393553
351,194929.4387217528
352,94454.31424425266
353,101895.63023369
354,143985.03801614157
355,175687.99682978
356,173643.71894384723
357,141596.70103575822
358,126710.92718250459
359,273885.04683617124
360,153885.2412656158
361,143141.3128826158
362,199809.38015280914
363,108514.97740456286
364,189941.06078236134
365,143665.1666154704
366,162391.84324628356
367,167603.3953651838
368,135765.11176704016
369,159408.63525181782
370,176297.311489343
371,134345.20448772385
372,121630.79305410596
373,129383.21917009131
374,212685.19131560426
375,78946.80175902907
376,148475.8114173903
377,309905.4400170191
378,377488.0989268975
379,180042.523563688
380,130861.23583238377
381,186804.67362321436
382,219174.1054741811
383,82339.21342627145
384,236734.31988369915
385,170688.69067846297
386,90747.26990433662
387,129764.26060678907
388,201317.46148401915
389,406846.26034628804
390,121258.00291118714
391,217413.09675908758
392,105641.61857607677
393,95420.83134736902
394,105338.0581208649
395,136586.6072833868
396,127762.41981524319
397,171540.62070163866
398,74531.60893517357
399,229746.65735083437
400,215117.204738763
401,168305.50100688337
402,100397.0401907036
403,248822.31785283185
404,177306.19243668145
405,163204.7402844664
406,141675.0077626418
407,172606.5191429056
408,285467.4879806502
409,314964.427939106
410,84112.50039531103
411,134337.7687409494
412,227724.0268469615
413,114415.89394844694
414,240190.06376022196
415,184429.95077174882
416,150348.59415014207
417,243577.23283585988
418,116958.96760450912
419,140042.7631069526
420,201665.55862750436
421,219787.17584238897
422,116242.87287395279
423,318651.9711229689
424,140764.49911720617
425,134746.89189964757
426,246738.32045796278
427,110430.98617787161
428,190561.36334356474
429,170734.76905743845
430,86734.29081827584
431,90838.10479485671
432,122994.9676434304
433,179963.98136544455
434,81241.38881035008
435,204596.22742310385
436,111606.8100936565
437,121620.82155593376
438,87255.91432277152
439,124040.91082708743
440,523599.26079682825
441,124047.24530122467
442,158452.63156473907
443,179825.04169673027
444,215061.09391544654
445,143204.35385530072
446,210911.8605854679
447,198831.76590883388
448,117618.19990988272
449,128357.12974666207
450,106407.36680744002
451,226142.4622376476
452,198742.81514255755
453,197711.95256485222
454,170491.19234290387
455,170839.88997572806
456,92218.83783965782
457,220164.47224245765
458,147289.45292374372
459,113449.56868450102
460,251358.18353893943
461,147498.31948044468
462,73384.0256037945
463,183249.7948065127
464,123839.77468296958
465,186744.96505325896
466,169471.2865192361
467,152905.81172935787
468,247597.8330673468
469,186848.4557894019
470,211220.18219058923
471,186873.89261474958
472,145170.8102583037
473,374767.3800028387
474,255387.68524540652
475,131938.44792920226
476,203968.31311958388
477,366965.3903434351
478,314822.7892278257
479,97014.55766953816
480,336272.2360017302
481,347990.6390533169
482,154853.57293184474
483,166971.6171222292
484,135874.11625314842
485,145377.44597630078
486,143947.9827534438
487,179935.07154775292
488,150526.35389114384
489,85891.41968010803
490,110297.65708167777
491,139556.99037944368
492,171710.18324388712
493,140526.87706522213
494,91687.01390362083
495,47412.175888122285
496,429999.0000000002
497,167998.77868855622
498,128538.97612076801
499,126219.84635380642
500,116710.11595323314
501,216486.72639661765
502,134503.11672796588
503,240715.12053295612
504,144812.68120585298
505,125511.11423236315
506,208636.56421735877
507,204052.61794466307
508,153895.18173128867
509,126706.1180847526
510,166215.71577946687
511,203125.8413774536
512,128203.90054083269
513,138498.5293207219
514,92526.51296014221
515,394014.13403123553
516,170563.7363669237
517,334989.66801977594
518,210900.943833745
519,220262.2058456165
520,104116.75730516527
521,148550.30139098442
522,137660.35353700627
523,319824.562891143
524,179590.55662931403
525,125231.00537121283
526,381014.5563952654
527,87773.64166324916
528,208335.34136584512
529,198569.4611569073
530,126462.33698743599
531,107200.75517969005
532,45438.01773642907
533,166831.54479375778
534,113410.49773638755
535,190933.98736162554
536,125202.2097016154
537,153083.79035425803
538,280535.05484874477
539,335035.35393911216
540,260875.65068063655
541,216634.47021729566
542,132179.75781382955
543,182142.0223954876
544,237859.7640993536
545,206051.80819248373
546,119999.1057508538
547,116588.4447682574
548,257752.17263223347
549,133403.4906583346
550,114443.99614274623
551,271848.6368120492
552,114302.8537181355
553,263763.79492838
554,112621.55459667329
555,141126.87060754275
556,105817.22036973097
557,175972.73134762698
558,216450.18567390877
559,142939.653056001
560,171199.80890505065
561,118799.29631998639
562,172557.23093061877
563,274022.0396627402
564,132215.69571535068
565,321316.82951939345
566,210946.82217013862
567,284864.7476654443
568,137323.3086296668
569,140362.95852381494
570,118244.7185270787
571,202034.5164851269
572,168761.1026840617
573,123215.35724839606
574,117513.74227930073
575,143832.09020533183
576,164811.9350153237
577,162052.03505656112
578,131489.68143964844
579,172408.92165397308
580,295500.91364055924
581,124792.57000806149
582,225738.85528984608
583,138871.43567198067
584,346018.5990197326
585,125768.4537255173
586,135064.01313339407
587,163115.2577600769
588,85885.73952339901
589,185526.00102014936
590,431478.59341677243
591,137668.51386814748
592,142751.0303162052
593,116801.88928485099
594,320154.09290332696
595,114250.10120952142
596,193075.75995213268
597,198682.89969430433
598,162787.9777668541
599,260051.7646760428
600,132942.049459954
601,221875.32530161593
602,156056.91228209776
603,225688.9121195661
604,198154.9127411597
605,149624.10411138117
606,192424.9214827593
607,321907.7991140525
608,119282.26081308445
609,316080.31480597664
610,146977.93376253438
611,249245.1724506051
612,137172.19223416183
613,81757.06695467826
614,134960.31790066068
615,183993.36137060644
616,111888.02125645374
617,301446.9597977637
618,296651.942340898
619,66096.17666608884
620,232365.3066515273
621,137086.8726416274
622,170165.70025962673
623,166203.19722385216
624,154022.40872333496
625,137115.23661845547
626,156389.95086113614
627,203616.17319147545
628,168053.51446182703
629,137331.95920728258
630,212740.88695242762
631,103376.91302575491
632,132563.59864838375
633,137095.21608407094
634,174670.47706737116
635,62005.236017924806
636,107131.552445836
637,85590.70447286835
638,246912.91791490323
639,258602.67939843782
640,229137.99260695264
641,328251.8561948244
642,161450.37202323152
643,374693.0789701902
644,134296.13479518722
645,103090.96176036287
646,149343.71696632585
647,175864.1745622671
648,84060.33343900125
649,199125.74712941295
650,126597.15487673854
651,192578.09634157314
652,139149.96677147242
653,353350.8039719111
654,92869.27623316212
655,143218.93511776216
656,153604.25112440286
657,106830.0419389042
658,154816.75184337475
659,197758.5523132529
660,339885.33272535226
661,130130.32215034284
662,154188.36676205517
663,391959.60517872835
664,231972.2071956854
665,134639.37689879234
666,215805.21994233518
667,168060.87651134035
668,104979.68172091027
669,175463.16855192505
670,104973.53458760114
671,166587.4598070626
672,262639.336433563
673,140392.10657308705
674,150103.22187711913
675,122675.11440426622
676,108249.56677451194
677,347461.8860169811
678,128748.37043398689
679,122052.43364891887
680,144375.6245899466
681,173602.9797664476
682,250039.90022812368
683,228409.60765629515
684,195091.59973089327
685,228160.8872662309
686,148943.33926045016
687,317928.52757966664
688,194828.6110428658
689,144825.2302389575
690,709185.7769157426
691,314321.60102488927
692,107261.43091457098
693,149175.40514686095
694,172974.4941297764
695,88694.34985309475
696,123446.47042079688
697,137765.40362379502
698,209193.0118310347
699,309984.40535174136
700,140578.8414398173
701,360854.03112825623
702,139822.102776781
703,208704.71923908358
704,81840.80400061375
705,285804.58603642345
706,240259.00243255257
707,176458.84689384047
708,109519.57474763073
709,58602.35031432939
710,95727.43484084525
711,182592.956729423
712,128675.06765334535
713,146943.6719951163
714,154590.47418790436
715,137982.83072831345
716,157492.139497548
717,332902.45833723445
718,130797.4902023969
719,242352.91021065178
720,144197.52332816905
721,117958.48350904713
722,137332.561300483
723,326327.47160157515
724,123828.93337073285
725,211530.8905417715
726,193334.30676083616
727,124304.35747537241
728,111606.19008726128
729,244258.13184669914
730,173009.0568570492
731,232152.46245047371
732,127102.37429442989
733,117495.86149875222
734,155885.80361141622
735,88321.65617315365
736,246807.40575916017
737,157997.80601687735
738,198544.339436101
739,127038.70901487755
740,139149.3197101287
741,179489.33590407047
742,169622.33061155383
743,179998.99999999997
744,254289.97933633797
745,238670.19733314114
746,256382.75391289126
747,248169.08247756155
748,100945.79026437446
749,97022.5592607704
750,168018.27993700458
751,213778.24800696893
752,273248.40143634245
753,147764.7318210204
754,173189.0828747535
755,216046.6002649352
756,145943.96714614308
757,171012.2545911612
758,295757.87785070646
759,125787.85410342892
760,106332.15049290784
761,191501.51388739725
762,333688.6808269068
763,255663.7583900632
764,248802.85949057218
765,193786.56703811657
766,158985.02624604738
767,227715.40030644467
768,473079.2517316652
769,137085.3672787564
770,110041.7179308982
771,113159.37541186664
772,117409.4322960979
773,300034.891481074
774,165950.36829366954
775,227333.12622834343
776,140644.02649748922
777,174005.40624983018
778,135094.69417644414
779,174540.25437544225
780,176795.62145655492
781,185571.90138803178
782,144113.05851326318
783,133505.06451095297
784,156182.9302337833
785,137086.71127402244
786,250533.69657884745
787,104190.19922100322
788,188904.87167431822
789,164691.56710713764
790,144442.29255751127
791,255238.61695616716
792,217304.7572687289
793,193016.5701753807
794,171694.64675505128
795,139134.96510630153
796,109948.89743187743
797,459284.2116413941
798,164741.84907729804
799,200898.70429767255
800,117288.17816342425
801,182258.6231035209
802,415307.7250889199
803,117644.23870027477
804,223634.93373329987
805,131399.70304505344
806,193375.30020731926
807,154242.9920533396
808,114306.67666585167
809,167338.48179744373
810,145329.4460246375
811,87646.38606324885
812,154150.72637405328
813,107240.5904008695
814,235689.80320139753
815,130976.26087019981
816,263343.75512012193
817,153830.4664319285
818,219796.9580139428
819,184353.01624693107
820,112415.80795475173
821,215923.15617147944
822,129328.94078237918
823,222680.22727342314
824,407316.75892164774
825,96803.28515599926
826,188728.48287518197
827,174965.0053524334
828,155355.59793866932
829,162095.23750040677
830,152462.62067938107
831,234509.56628568697
832,164651.6449851682
833,139457.1897629701
834,126433.8317946415
835,150061.38189663802
836,102027.89462114172
837,148486.0769319295
838,122164.6185223057
839,128056.98306201583
840,153154.45616569114
841,174283.59831422413
842,138183.31785743978
843,154205.50878712547
844,173385.7604146056
845,202340.7393593501
846,128925.18926992755
847,246924.6309557231
848,189631.0939731495
849,133692.65807850572
850,196934.4740701566
851,169529.1395247712
852,162654.62383105775
853,168618.15164827567
854,137794.88612046558
855,143368.0420926038
856,175026.6879750486
857,154753.89107598236
858,225778.96820818118
859,181660.64183584196
860,136592.94588198993
861,147547.95905317873
862,137814.74403404916
863,210613.75382737184
864,143826.0567249063
865,243230.2422786357
866,131630.40218848208
867,161259.39307528947
868,237520.6334154324
869,109499.00000000007
870,191370.382975817
871,109511.27922517202
872,129919.38775769074
873,112719.40672122523
874,295656.1673225452
875,130111.90073032383
876,319478.15782783146
877,150105.16008862233
878,136198.39686272506
879,154016.0204886929
880,187455.40775478547
881,174851.3272208994
882,136171.76079119256
883,109848.27171176318
884,299226.1393084855
885,146609.9576570726
886,133272.38674749466
887,256684.45938621112
888,151163.12011967486
889,121998.51557141091
890,168167.0029280093
891,139121.0269581548
892,160256.5016276551
893,118150.06390094712
894,168706.93689842868
895,102609.19408353743
896,136579.6466303277
897,569581.5216936914
898,136428.9933852292
899,109752.5296604333
900,150937.91847183055
901,180488.549819157
902,242951.11657583588
903,123855.4482148098
904,127850.52198146589
905,250432.86643901895
906,222094.2197134529
907,133189.25530322708
908,173486.735787883
909,165860.88077826946
910,156494.2818330037
911,106697.62103785889
912,166267.9527661036
913,176441.1047011702
914,90589.30798349297
915,38917.28884803636
916,138319.49235014507
917,261830.566485739
918,183042.9260747154
919,189376.31271007282
920,162912.07372827394
921,172460.22175831455
922,204348.44371503964
923,173137.24263078792
924,165201.63697749266
925,301822.18706051353
926,176374.11210774124
927,238134.36888585173
928,220762.98287616417
929,205366.9443865249
930,120577.72166189857
931,332609.8672955212
932,200412.98271252526
933,245459.12776321784
934,94800.79091952174
935,183541.63934227245
936,255416.0952858695
937,263365.3123557197
938,202531.15088437704
939,155672.2564118595
940,213715.23129320226
941,150072.52096124986
942,140019.36596147186
943,138235.3738420087
944,140382.4585475043
945,144345.87000660095
946,259427.46240209916
947,193025.83532089772
948,192139.76516738805
949,131186.00745290163
950,116571.47221895127
951,131876.98516069193
952,185611.43103028001
953,120989.37350600502
954,142192.43717933196
955,128778.76870374366
956,133075.07828826222
957,201667.82109286205
958,156156.8899556128
959,122153.16274685794
960,207546.0888592883
961,157684.8022575219
962,250301.9296959841
963,209801.8076722014
964,177494.80343889756
965,133168.273636119
966,135422.47543573697
967,80738.91186801885
968,116718.96281888905
969,104843.12836732724
970,177707.47773550925
971,107960.72873612847
972,181998.9999999999
973,156961.6212046631
974,162800.8916355215
975,83535.21195190291
976,195192.72760627716
977,109465.24356519367
978,140020.91448927586
979,173034.79458752292
980,316589.05248195294
981,164225.28863383923
982,275532.35384910426
983,129188.8332177485
984,131696.33160099658
985,126395.92523939784
986,395568.537654024
987,185054.6260955415
988,193788.39601634486
989,323007.4916768313
990,169485.60952732855
991,178478.93811722685
992,180578.3315101268
993,328914.38314823166
994,119260.59769562201
995,138451.387594975
996,176932.11353033426
997,99262.89719706094
998,195030.50557054364
999,83388.16796285335
1000,85559.69803205268
1001,233426.51871588104
1002,136520.86151186627
1003,186001.77757708367
1004,144498.15643634726
1005,166668.1806410107
1006,87538.29657106967
1007,236446.3034383499
1008,142849.09940364066
1009,117655.2859250039
1010,106403.32668722565
1011,155668.23543856054
1012,108940.28768505507
1013,120997.96406805853
1014,220447.96344186403
1015,206581.31685218663
1016,186637.31170150114
1017,168417.99018061144
1018,205530.57186575842
1019,165139.59216365695
1020,193388.7587893191
1021,94156.6102351287
1022,188858.3024030003
1023,291471.90387871914
1024,119520.51778844694
1025,154683.13090951473
1026,307876.7371825762
1027,135457.87964397273
1028,115816.55931328678
1029,151655.29321269624
1030,214023.59254997154
1031,305287.36945782334
1032,238313.8364845499
1033,101908.89670229038
1034,88811.52904670585
1035,279832.6436613911
1036,265775.34397992963
1037,105612.11987970001
1038,81624.52243591726
1039,164193.63796472657
1040,167180.61907648077
1041,202345.95610788697
1042,251776.40627311217
1043,281753.95455814904
1044,127379.6492252833
1045,537764.724413324
1046,145883.95107010365
1047,137039.12234661746
1048,87689.40705094814
1049,180360.63259867424
1050,191697.10897375614
1051,177305.67265325293
1052,146428.79582109794
1053,259094.9439514311
1054,174239.90673085034
1055,214916.44568198873
1056,211856.81576078176
1057,324592.0324809529
1058,180620.0444712927
1059,213421.70792808838
1060,130080.78095459339
1061,114808.60883508605
1062,117325.67026021374
1063,154972.2462869449
1064,316868.4144135171
1065,174657.79027672554
1066,169338.9185813438
1067,163995.61546979903
1068,127495.20465460607
1069,134376.22966352425
1070,157228.67040810589
1071,111779.61054999965
1072,169671.36051156576
1073,193032.64026068602
1074,188450.69159750507
1075,161935.69512430666
1076,137959.8708963892
1077,149588.6870705519
1078,143904.7491802315
1079,153387.94679571837
1080,132544.71210535016
1081,187137.10921998686
1082,154937.6209197369
1083,180988.1093541599
1084,145851.34504321145
1085,88969.73807090109
1086,250245.07410363248
1087,139946.18463370154
1088,211312.07304106088
1089,89294.09812185708
1090,161135.2082005362
1091,147020.14371928785
1092,145096.89824081038
1093,133751.11936611787
1094,175701.20094022425
1095,127199.71408725341
1096,162062.40284484468
1097,117621.92072961386
1098,147032.2527054981
1099,69451.19879049607
1100,126784.83336824465
1101,134695.95708552172
1102,142313.62122053903
1103,109170.55317155659
1104,305614.8871644907
1105,191253.84995466645
1106,268805.2623864597
1107,179104.44496120443
1108,303118.2237734375
1109,187286.98700512003
1110,196350.03874392298
1111,125154.63360127498
1112,133588.49728259406
1113,115882.78867591794
1114,323500.3546364769
1115,179408.05195871365
1116,138887.11053274863
1117,135333.91164481454
1118,121336.94046021072
1119,116821.59326898068
1120,219324.51883004885
1121,102521.46085662159
1122,105582.98445185764
1123,166162.53478201115
1124,116878.26602085789
1125,185674.00393704427
1126,251191.21521211538
1127,224207.0162987656
1128,134392.93618167946
1129,148843.77749666222
1130,102146.35460978524
1131,123361.7460818593
1132,240217.59025108392
1133,172757.26921768876
1134,103948.18527369398
1135,119794.94697864389
1136,101790.18262497043
1137,187749.1326110982
1138,132371.1772105439
1139,133859.4546497196
1140,190252.37637146172
1141,389225.0405410471
1142,100381.1764038474
1143,97106.38636318444
1144,147315.1287932943
1145,169227.68388486403
1146,163816.24994063907
1147,110106.34238397956
1148,126833.69272813747
1149,107153.09154243936
1150,149898.99999999994
1151,210916.01246193124
1152,114825.76144362359
1153,201165.21879630676
1154,199882.01785219793
1155,172858.59764630607
1156,229299.658261071
1157,234150.84771319944
1158,188375.71832895573
1159,146853.23294935378
1160,214919.67639299273
1161,128131.16178825914
1162,112309.78071437198
1163,191275.38671720188
1164,223677.32555558093
1165,251267.4451626575
1166,188545.26636299765
1167,216197.49703395244
1168,617794.6603080113
1169,168996.72493967105
1170,153069.2319682239
1171,171346.7054849787
1172,208557.0034606172
1173,230003.01831683898
1174,295217.698242389
1175,124504.84505469997
1176,114279.0526690098
1177,110377.99094370977
1178,95801.89829617194
1179,251382.54310858555
1180,348302.1088025673
1181,702597.3963278802
1182,118494.28850408253
1183,168479.53569657155
1184,99744.13107661068
1185,155485.98602308182
1186,262961.09073859424
1187,188994.84869087854
1188,189290.69590416885
1189,175680.70589496472
1190,174188.31042333285
1191,131340.8638683843
1192,167850.32828703034
1193,142663.78692804495
1194,173777.65585310172
1195,260002.31171837228
1196,146037.33187248447
1197,186449.15025851902
1198,144353.87576659227
1199,114403.2450561714
1200,203148.26741215138
1201,120513.35502352158
1202,223441.59909637217
1203,152920.00353327536
1204,281154.54068001045
1205,111748.93112316674
1206,196424.85092928645
1207,139988.9967842594
1208,282925.49096020276
1209,197823.1604977936
1210,175966.84063448012
1211,99714.85432679877
1212,118244.28235265714
1213,123995.97824252435
1214,124034.43465967418
1215,115379.18359863237
1216,216287.15596070894
1217,85829.07257944572
1218,91041.74760869566
1219,119070.50344937955
1220,129300.44807645025
1221,146193.98032375588
1222,150627.90175410622
1223,186359.84062550572
1224,128029.24859366236
1225,232253.15668899674
1226,131861.15696412922
1227,361497.19577173673
1228,134180.1184909634
1229,189999.00000000012
1230,139995.61919850696
1231,105011.50668760318
1232,141998.99999999985
1233,133623.0499434097
1234,136698.60902605025
1235,175522.7879138695
1236,219164.66623253937
1237,148029.58728491756
1238,255978.79855194862
1239,221358.2479128872
1240,258913.72879901697
1241,174676.92113613474
1242,424958.2048497745
1243,193329.58039642233
1244,178264.6248798952
1245,188553.24493244602
1246,162674.59583051334
1247,152554.03180882838
1248,119988.20290912107
1249,241696.20339445723
1250,180796.6983642853
1251,123347.07699425252
1252,274659.0428415972
1253,183323.63068901713
1254,130616.94096052613
1255,290883.7133023898
1256,90810.15500266184
1257,177367.806087727
1258,135933.90966212627
1259,181064.54371187574
1260,130741.80912412993
1261,161769.29050405134
1262,175100.92058584958
1263,211007.41437278676
1264,178416.831067376
1265,138643.36123417722
1266,372226.6646259703
1267,245588.84014577288
1268,143999.00000000012
1269,261786.6486530854
1270,176820.60618432742
1271,123612.53061520669
1272,170564.74167048687
1273,126956.4423027401
1274,136134.02418411608
1275,160935.37166479812
1276,169630.47194839932
1277,238521.84707917084
1278,85445.86533906499
1279,224476.53012374096
1280,177144.4276904818
1281,144669.77682030352
1282,136087.65708750184
1283,177344.64877341417
1284,129085.56749995495
1285,145234.9336171599
1286,176792.8018410537
1287,255608.51142596052
1288,258357.7788651623
1289,171186.5385678332
1290,116306.08768167927
1291,108554.87260173111
1292,175124.00457780948
1293,116789.61357291997
1294,132579.0748510113
1295,149652.63613666917
1296,143397.27725099216
1297,146163.96246720717
1298,222908.21926706086
1299,167564.82390845643
1300,289027.5908565318
1301,235320.48380763165
1302,139946.18463370154
1303,299869.68003111356
1304,199191.14088869412
1305,143356.62898636155
1306,132338.13468051841
1307,179947.79764433258
1308,308456.6950448331
1309,204747.4639563517
1310,293459.21045824524
1311,334438.71175690345
1312,118540.64752194048
1313,182222.01277728428
1314,282865.90157930856
1315,198893.0944930779
1316,277134.81456449686
1317,112005.7419122508
1318,157049.67660547214
1319,81832.79675079248
1320,224117.54702019066
1321,84727.37855147931
1322,216179.34085718964
1323,80158.86893944495
1324,87227.68822924988
1325,127204.5426874264
1326,233190.93413603763
1327,177522.03098072705
1328,247624.23165016153
1329,130845.18125314034
1330,112767.0789134587
1331,120840.98836878102
1332,126984.61178515796
1333,169975.24476747416
1334,139331.3296656332
1335,73471.75177814376
1336,209691.727149621
1337,127982.15746882462
1338,120552.16308235835
1339,156316.01331779666
1340,230207.42639186315
1341,161001.40576842873
1342,160476.34974801543
1343,102212.29454195083
1344,243713.46743340621
1345,295106.65898805513
1346,224170.0518657024
1347,135214.86819786727
1348,198859.61280513354
1349,172362.70877251623
1350,121415.62186757031
1351,398367.0084313567
1352,240981.68105039973
1353,184069.69785812436
1354,110180.96033707767
1355,150546.968463762
1356,178159.01843232376
1357,336108.08240305725
1358,178624.91231884743
1359,244069.99447368563
1360,138753.45156712155
1361,163266.25694820797
1362,148487.57062911344
1363,208979.21100467144
1364,213788.0610343262
1365,136720.80785013738
1366,141971.09046693065
