,0
1042,253167.03
1043,279961.22
1044,141814.84
1045,478840.28
1046,144294.66
1047,129897.48
1048,100759.63
1049,183879.2
1050,188960.34
1051,180461.31
1052,155976.8
1053,253612.88
1054,170928.66
1055,193788.75
1056,226220.61
1057,327718.72
1058,205045.75
1059,190055.56
1060,101628.77
1061,101697.32
1062,124537.76
1063,156777.8
1064,310100.88
1065,184294.77
1066,170567.33
1067,158427.66
1068,129447.45
1069,132415.8
1070,157675.22
1071,102634.14
1072,156478.45
1073,191815.64
1074,187413.5
1075,156742.97
1076,128630.08
1077,147494.53
1078,142214.11
1079,159105.22
1080,130393.33
1081,207292.1
1082,154637.86
1083,185598.56
1084,156909.58
1085,98327.01
1086,249640.48
1087,145330.84
1088,199417.56
1089,91969.31
1090,152037.42
1091,160580.22
1092,139368.62
1093,131106.83
1094,187364.17
1095,117498.3
1096,166541.92
1097,111022.95
1098,172680.17
1099,63630.836
1100,118631.46
1101,132055.5
1102,137408.52
1103,106502.63
1104,325849.16
1105,194983.16
1106,243409.81
1107,173675.39
1108,311385.84
1109,190498.33
1110,187779.19
1111,123195.0
1112,136180.78
1113,117897.56
1114,310959.4
1115,189701.9
1116,139290.1
1117,135092.14
1118,131354.25
1119,109609.94
1120,217706.75
1121,98548.375
1122,99344.516
1123,172722.33
1124,116875.47
1125,219478.5
1126,259224.12
1127,214590.64
1128,128785.35
1129,146516.11
1130,111710.44
1131,130526.58
1132,234188.72
1133,177777.06
1134,99951.1
1135,119196.56
1136,96793.44
1137,205046.14
1138,115535.96
1139,127234.586
1140,188573.11
1141,413511.75
1142,90802.266
1143,95211.016
1144,136946.97
1145,174109.22
1146,181392.7
1147,113598.92
1148,136161.17
1149,121482.625
1150,164240.52
1151,197807.56
1152,117475.22
1153,202607.22
1154,213709.58
1155,173258.5
1156,212621.38
1157,230150.22
1158,195068.9
1159,147178.1
1160,215419.62
1161,133955.34
1162,115883.234
1163,194486.92
1164,220606.86
1165,235716.64
1166,189801.25
1167,214222.58
1168,590106.06
1169,156878.75
1170,158605.14
1171,153775.62
1172,210798.39
1173,207899.11
1174,319814.3
1175,129181.57
1176,114362.66
1177,130087.4
1178,95062.13
1179,242038.75
1180,337414.28
1181,626643.7
1182,131817.06
1183,197971.0
1184,125741.93
1185,126872.65
1186,272566.4
1187,194530.89
1188,189902.28
1189,187072.08
1190,171959.22
1191,134552.62
1192,160997.77
1193,141488.47
1194,167340.83
1195,234232.28
1196,137130.84
1197,181891.44
1198,142099.69
1199,107432.17
1200,183293.56
1201,126865.516
1202,212767.22
1203,144842.0
1204,299353.44
1205,112803.59
1206,215709.3
1207,133468.1
1208,279144.88
1209,216149.16
1210,191558.06
1211,100743.016
1212,119732.73
1213,126467.48
1214,112164.14
1215,131728.08
1216,218525.89
1217,77212.945
1218,94547.86
1219,115445.42
1220,127359.99
1221,151876.56
1222,146887.14
1223,196967.81
1224,126443.0
1225,235807.48
1226,134438.6
1227,364405.22
1228,140160.38
1229,195369.02
1230,138417.56
1231,103464.87
1232,146507.3
1233,114680.15
1234,138414.53
1235,178102.36
1236,214590.64
1237,147230.19
1238,236969.16
1239,202709.08
1240,231618.66
1241,167632.5
1242,426869.62
1243,196132.36
1244,191046.86
1245,195277.92
1246,142918.0
1247,148173.8
1248,123954.55
1249,245724.45
1250,177466.89
1251,124653.375
1252,267227.7
1253,181044.64
1254,126275.13
1255,318143.62
1256,90936.24
1257,170101.75
1258,140795.27
1259,176737.08
1260,129912.72
1261,145820.52
1262,162642.7
1263,172470.98
1264,174002.98
1265,120219.12
1266,355434.25
1267,318264.72
1268,143788.31
1269,229244.84
1270,190564.28
1271,126652.99
1272,157553.31
1273,133055.44
1274,138143.27
1275,149757.25
1276,189314.95
1277,251241.66
1278,79944.44
1279,219209.69
1280,172680.33
1281,140477.66
1282,131496.62
1283,178804.22
1284,117455.836
1285,152669.17
1286,181123.22
1287,262591.9
1288,267365.6
1289,174474.23
1290,110623.34
1291,106709.02
1292,164885.06
1293,126153.8
1294,134036.23
1295,141901.44
1296,143352.77
1297,156249.7
1298,225176.47
1299,176175.36
1300,313657.53
1301,218965.23
1302,145330.84
1303,312929.4
1304,184797.77
1305,145397.53
1306,141264.92
1307,176505.31
1308,329463.56
1309,199029.97
1310,308139.6
1311,315178.7
1312,120337.04
1313,188167.83
1314,299651.34
1315,198842.53
1316,262410.16
1317,117425.6
1318,156336.3
1319,81138.836
1320,222534.81
1321,78982.234
1322,217356.34
1323,74215.42
1324,78692.47
1325,141621.58
1326,257668.39
1327,173922.53
1328,242428.23
1329,129178.61
1330,111596.5
1331,125193.19
1332,122091.35
1333,156430.11
1334,141520.19
1335,66088.07
1336,216464.98
1337,127887.86
1338,109941.18
1339,158781.0
1340,252613.05
1341,173843.1
1342,192212.1
1343,100563.61
1344,230599.72
1345,286180.25
1346,241406.66
1347,131127.08
1348,180014.73
1349,167588.86
1350,129018.555
1351,398236.56
1352,241423.92
1353,186886.27
1354,121792.94
1355,156375.08
1356,178088.27
1357,376076.38
1358,195439.1
1359,262268.28
1360,135958.88
1361,158411.48
1362,149172.4
1363,206124.48
1364,198589.9
1365,138571.05
1366,143977.81
1367,228493.14
1368,115051.62
1369,168665.69
1370,238283.78
1371,440582.12
1372,247803.38
1373,256295.22
1374,94151.5
1375,134436.3
1376,95079.36
1377,144427.5
1378,65043.293
1379,236459.19
1380,149259.34
1381,140702.11
1382,105636.13
1383,117967.516
1384,262611.2
1385,153369.8
1386,351139.56
1387,123810.766
1388,224147.83
1389,127836.64
1390,129498.82
1391,139464.48
1392,242168.05
1393,293127.53
1394,167604.52
1395,134102.2
1396,148149.92
1397,147516.05
1398,120541.49
1399,185372.48
1400,189261.34
1401,242497.84
1402,107015.375
1403,272019.78
1404,129541.93
1405,119895.89
1406,120596.57
1407,209696.0
1408,216728.14
1409,136903.48
1410,93280.54
1411,258329.03
1412,183009.03
1413,238154.5
1414,128290.6
1415,325193.8
1416,120027.92
1417,241700.6
1418,159225.45
1419,142536.86
1420,143977.81
1421,233200.3
1422,136184.42
1423,147332.3
1424,269039.4
1425,149346.2
1426,115753.45
1427,209692.2
1428,190977.64
1429,133708.0
1430,91160.35
1431,180871.72
1432,159652.27
1433,188326.89
1434,116270.35
1435,394402.56
1436,137959.88
1437,178254.62
1438,217915.72
1439,147494.53
1440,325091.16
1441,104918.766
1442,199810.11
1443,106431.766
1444,150650.39
1445,266198.56
1446,108699.6
1447,86242.43
1448,127326.11
1449,264703.7
1450,143269.39
1451,124620.57
1452,177318.36
1453,176544.03
1454,217852.75
1455,255912.25
1456,138943.03
1457,151576.17
1458,128824.3
1459,152801.44
1460,193508.4
1461,189824.97
1462,181717.02
1463,178848.05
1464,175498.39
1465,162699.47
1466,183495.75
1467,125951.12
1468,196318.94
1469,94245.016
1470,99360.72
1471,152950.14
1472,114846.73
1473,356797.47
1474,234214.62
1475,275258.56
1476,305403.56
1477,498600.34
1478,313762.25
1479,191102.62
1480,183206.7
1481,164024.5
1482,162609.97
1483,191316.53
1484,352616.44
1485,237685.05
1486,195815.58
1487,250690.47
1488,195123.8
1489,95907.0
1490,186853.83
1491,305972.34
1492,303715.2
1493,246932.88
1494,193952.38
1495,152167.98
1496,156076.05
1497,156076.05
1498,181227.4
1499,149044.0
1500,294935.06
1501,224296.86
1502,236142.8
1503,191477.88
1504,279615.4
1505,208349.27
1506,159654.39
1507,149842.97
1508,150117.45
1509,182528.83
1510,143995.38
1511,153427.72
1512,224664.88
1513,157112.62
1514,160362.14
1515,145022.66
1516,230040.28
1517,131341.84
1518,140949.1
1519,177555.77
1520,114190.24
1521,125323.75
1522,124912.445
1523,122520.47
1524,109015.305
1525,126056.38
1526,144904.73
1527,172673.25
1528,120948.555
1529,99484.266
1530,139950.67
1531,122289.22
1532,160580.52
1533,107807.92
1534,90572.03
1535,131285.75
1536,173928.16
1537,97377.484
1538,135162.89
1539,136134.42
1540,177695.53
1541,78674.305
1542,108498.78
1543,125838.14
1544,134478.86
1545,122610.83
1546,119595.32
1547,142012.17
1548,115401.62
1549,152134.31
1550,150906.34
1551,116464.01
1552,167531.64
1553,79911.44
1554,115648.41
1555,94346.37
1556,82140.945
1557,138297.36
1558,128538.48
1559,127356.34
1560,117971.91
1561,163794.72
1562,157607.56
1563,231659.3
1564,81045.875
1565,211651.7
1566,156288.0
1567,144382.06
1568,132699.47
1569,151708.36
1570,268994.25
1571,102048.05
1572,230791.8
1573,243791.97
1574,193568.2
1575,139997.39
1576,152720.44
1577,183561.9
1578,144101.44
1579,121675.336
1580,326368.22
1581,235551.03
1582,143977.81
1583,72963.42
1584,103826.74
1585,148601.75
1586,102973.17
1587,129445.73
1588,100307.96
1589,110458.67
1590,119729.07
1591,115668.586
1592,131127.58
1593,221836.4
1594,184587.45
1595,202630.6
1596,173687.31
1597,169107.66
1598,83048.914
1599,119412.516
1600,90891.586
1601,265667.25
1602,247837.4
1603,165909.1
1604,177548.48
1605,219936.11
1606,189990.5
1607,149304.2
1608,138506.58
1609,196318.0
1610,168813.27
1611,127001.58
1612,91280.15
1613,79235.125
1614,96469.6
1615,121226.86
1616,147946.89
1617,204799.7
1618,138420.47
1619,145476.03
1620,276052.22
1621,242438.88
1622,123615.98
1623,170963.88
1624,183856.06
1625,269346.72
1626,167014.95
1627,395995.3
1628,204059.44
1629,222055.7
1630,151910.75
1631,205215.16
1632,185910.16
1633,165943.73
1634,199354.25
1635,187768.8
1636,181979.4
1637,232120.17
1638,166888.69
1639,230566.73
1640,222307.0
1641,213059.0
1642,200759.03
1643,150069.06
1644,151711.83
1645,138534.7
1646,135901.97
1647,118463.914
1648,125078.5
1649,97344.52
1650,94556.96
1651,152044.53
1652,140708.55
1653,148916.97
1654,149247.97
1655,161890.77
1656,120289.08
1657,157749.52
1658,472875.4
1659,396014.2
1660,388837.8
1661,532655.9
1662,289742.34
1663,345050.06
1664,393614.22
1665,315357.6
1666,296967.2
1667,361091.78
1668,255268.27
1669,455253.2
1670,300056.84
1671,244052.28
1672,192206.4
1673,193516.89
1674,216274.31
1675,477819.38
1676,441470.0
1677,318949.9
1678,241869.39
1679,315917.47
1680,177064.2
1681,178238.81
1682,185638.2
1683,165569.1
1684,156158.69
1685,191316.53
1686,200781.23
1687,195948.95
1688,170130.64
1689,267639.34
1690,149616.5
1691,185372.48
1692,153765.66
1693,316061.22
1694,157992.06
1695,379838.34
1696,291806.3
1697,252465.42
1698,267913.34
1699,234865.53
1700,253454.03
1701,288425.62
1702,232002.44
1703,452662.97
1704,227970.97
1705,198248.17
1706,261857.17
1707,209555.66
1708,248486.58
1709,264822.88
1710,308186.6
1711,221704.86
1712,205374.53
1713,178991.89
1714,169299.52
1715,140009.55
1716,198646.92
1717,227292.58
1718,165060.97
1719,131657.62
1720,157052.55
1721,217304.33
1722,234162.14
1723,197089.95
1724,174726.84
1725,191319.08
1726,160947.72
1727,167822.36
1728,116329.58
1729,127200.98
1730,124104.414
1731,127579.66
1732,135597.98
1733,115643.664
1734,295692.66
1735,213167.33
1736,286123.22
1737,241633.53
1738,200824.7
1739,181227.4
1740,174002.98
1741,266474.9
1742,206124.28
1743,191680.5
1744,207041.19
1745,222121.78
1746,154493.4
1747,134451.3
1748,217983.47
1749,121907.984
1750,157134.95
1751,201871.61
1752,158655.97
1753,123998.18
1754,118838.57
1755,149505.1
1756,153493.3
1757,163773.94
1758,141922.55
1759,185949.17
1760,180065.22
1761,120612.78
1762,136296.8
1763,184455.12
1764,205025.61
1765,154664.86
1766,161588.6
1767,140170.53
1768,136914.58
1769,137086.12
1770,133840.8
1771,150040.6
1772,132472.89
1773,124953.31
1774,102310.47
1775,150382.39
1776,118684.31
1777,170111.17
1778,136409.67
1779,108007.055
1780,137889.5
1781,111909.945
1782,123848.2
1783,176704.39
1784,164063.3
1785,68538.74
1786,106196.64
1787,91654.19
1788,168148.55
1789,147056.45
1790,145407.1
1791,144801.53
1792,125744.69
1793,118956.04
1794,109804.65
1795,128609.96
1796,108133.1
1797,131489.23
1798,126929.77
1799,140128.83
1800,150286.9
1801,149733.97
1802,138413.34
1803,115158.98
1804,121126.55
1805,119810.74
1806,123272.336
1807,149070.02
1808,110780.33
1809,100670.695
1810,122050.836
1811,95076.64
1812,68937.58
1813,96490.85
1814,133909.11
1815,148133.81
1816,128258.43
1817,56095.395
1818,120819.55
1819,155459.56
1820,43803.734
1821,130360.875
1822,132741.12
1823,105637.14
1824,105075.68
1825,137194.3
1826,108241.84
1827,133480.95
1828,137563.62
1829,102000.95
1830,137453.47
1831,124263.7
1832,124778.266
1833,127100.45
1834,87865.38
1835,120762.414
1836,89457.43
1837,157543.23
1838,128270.664
1839,80373.38
1840,140636.1
1841,134468.73
1842,147105.83
1843,148327.77
1844,162143.7
1845,71220.81
1846,112574.79
1847,126328.734
1848,155028.72
1849,125993.05
1850,140627.52
1851,176353.03
1852,148961.86
1853,227468.0
1854,168907.8
1855,138704.98
1856,121534.43
1857,140398.9
1858,121534.43
1859,319857.03
1860,310424.6
1861,310424.6
1862,333882.97
1863,335216.28
1864,245619.25
1865,325673.3
1866,208825.48
1867,224416.05
1868,268557.47
1869,191983.83
1870,232252.14
1871,156417.14
1872,192166.83
1873,190954.52
