Id,SalePrice
1765,134324.8
1766,167869.42
1767,209156.75
1768,150766.38
1769,160453.77
1770,143990.44
1771,123888.72
1772,134519.66
1773,129930.93
1774,124843.375
1775,133993.3
1776,125123.6
1777,107688.83
1778,145906.2
1779,115467.336
1780,169550.61
1781,128208.78
1782,103581.96
1783,145068.44
1784,108352.46
1785,109581.195
1786,154246.08
1787,162262.5
1788,62758.293
1789,95423.734
1790,85038.336
1791,168951.45
1792,153110.53
1793,130091.99
1794,145787.69
1795,119559.29
1796,121115.34
1797,100890.984
1798,122341.24
1799,104452.03
1800,126355.84
1801,129366.74
1802,122426.56
1803,149434.11
1804,144071.48
1805,129463.875
1806,110175.35
1807,119962.234
1808,116645.08
1809,118327.4
1810,157007.33
1811,98609.39
1812,89914.34
1813,122378.586
1814,93646.34
1815,63575.4
1816,91418.58
1817,124375.16
1818,143882.12
1819,126120.6
1820,54770.586
1821,108226.16
1822,150422.27
1823,39142.113
1824,119461.266
1825,136560.02
1826,102080.37
1827,97503.68
1828,133624.88
1829,105039.81
1830,129692.74
1831,137517.06
1832,97944.32
1833,142559.3
1834,123291.38
1835,119087.15
1836,122791.734
1837,83977.65
1838,124425.93
1839,97975.15
1840,158692.6
1841,132757.33
1842,74592.71
1843,127160.34
1844,132250.47
1845,143600.7
1846,149089.06
1847,171337
1848,69724.99
1849,105945.266
1850,119753.96
1851,153871.28
1852,121650.16
1853,139538.6
1854,169650.08
1855,140329.7
1856,216797.6
1857,150404.9
1858,136380.4
1859,118524.26
1860,144535.95
1861,117595.38
1862,316747.1
1863,304809.4
1864,304809.4
1865,313256.66
1866,327608.4
1867,234462.03
1868,296030.97
1869,206341.42
1870,214630.14
1871,246705.02
1872,177319.2
1873,241442.11
1874,153223.6
1875,185711.69
1876,189598.81
1877,199188.9
1878,208881.27
1879,126585.98
1880,131140.45
1881,236828.64
1882,236953.8
1883,186017.11
1884,204752.44
1885,232775.45
1886,297483.66
1887,198806.12
1888,278209.1
1889,167066.72
1890,119104.07
1891,126304.4
1892,105994.18
1893,123880.336
1894,122222.64
1895,138395.27
1896,124794.805
1897,114075.19
1898,110888.99
1899,138956.94
1900,136756.69
1901,176776.86
1902,152004.23
1903,203297.81
1904,144358.66
1905,181517.48
1906,138667.28
1907,200105.48
1908,113577.69
1909,136317.61
1910,121309.9
1911,221343.39
1912,305826.2
1913,147478.36
1914,55229.863
1915,319936.34
1916,70930.29
1917,233659.55
1918,130317.984
1919,156877.7
1920,138417.31
1921,462451.5
1922,299709.66
1923,207063.69
1924,221820.75
1925,197946.08
1926,419172.47
1927,129854.125
1928,146469.3
1929,114202.22
1930,136039.55
1931,148641.42
1932,141558.92
1933,185865.84
1934,182698.28
1935,167280.03
1936,189715.83
1937,177437.95
1938,180379.92
1939,229960
1940,179783.64
1941,174246.1
1942,183275.9
1943,206452.44
1944,389779.38
1945,385048.4
1946,154030.58
1947,324061.62
1948,172408.81
1949,253220.88
1950,179904.39
1951,254098.28
1952,207551.44
1953,160527.23
1954,169978.52
1955,125687.734
1956,291086.97
1957,150987.53
1958,314750.66
1959,137405.89
1960,117385.85
1961,118892.19
1962,94030.72
1963,100410.56
1964,107018.84
1965,140510.75
1966,130501.93
1967,265916.4
1968,478019
1969,412699
1970,467133.62
1971,422861.56
1972,365435
1973,251480.66
1974,326317.16
1975,538071.9
1976,261944.58
1977,358516.56
1978,394595.2
1979,320758.16
1980,188536.25
1981,349866
1982,220517.67
1983,199247.61
1984,167568.08
1985,228181.08
1986,222308.06
1987,171370.5
1988,178817.34
1989,181222.56
1990,218509.84
1991,243239.02
1992,205579.31
1993,166048.22
1994,229355.94
1995,175872.69
1996,243002.53
1997,298049.9
1998,332537.5
1999,258403.19
2000,312784.72
2001,266515.84
2002,260063.8
2003,265258.62
2004,267665.38
2005,213056.97
2006,212040.2
2007,245802.5
2008,223138.56
2009,190900.98
2010,182661.69
2011,131720.92
2012,169644.25
2013,184207.08
2014,184772.56
2015,192230.97
2016,192349.62
2017,189523.42
2018,117758.555
2019,130907.55
2020,98965.414
2021,110456.67
2022,173289.08
2023,135771.39
2024,258930.36
2025,324308.97
2026,173884.55
2027,163541.55
2028,152002.05
2029,174198.25
2030,245809.06
2031,205663.23
2032,234192.06
2033,242616.52
2034,162611.83
2035,198957.86
2036,181718.92
2037,188446
2038,264857.22
2039,209262.48
2040,232821.64
2041,252498.4
2042,197814.73
2043,173888.19
2044,165210.89
2045,188963.94
2046,139765.81
2047,148700.69
2048,137633.31
2049,135364.52
2050,168637.39
2051,105736.52
2052,123423.26
2053,140877.45
2054,77968.305
2055,169750.9
2056,144467.6
2057,114728.94
2058,216222.14
2059,135913.89
2060,174076.02
2061,175939.62
2062,128754.9
2063,116453.125
2064,140817.55
2065,110464.99
2066,154180.05
2067,105208.44
2068,134192.66
2069,80197.97
2070,107045.99
2071,90321.195
2072,132955.36
2073,136282.77
2074,168145.5
2075,137029.92
2076,120996.664
2077,154360.12
2078,128565.33
2079,118650.24
2080,112245.57
2081,122495.12
2082,111275.445
2083,148438.58
2084,115108.14
2085,120231.5
2086,109533.03
2087,117741.16
2088,103324.85
2089,78546.484
2090,123520.52
2091,117035.86
2092,125753.32
2093,112428.34
2094,98536.16
2095,135582.86
2096,75897.93
2097,103273.72
2098,148295.8
2099,55280.664
2100,90897.31
2101,110481.85
2102,114276.85
2103,108166.414
2104,134695.27
2105,135487.34
2106,81970.51
2107,202374.9
2108,113198.88
2109,110271.74
2110,117350.37
2111,135711.84
2112,140696.73
2113,119216.69
2114,110321.6
2115,158636.3
2116,114444.16
2117,147369.11
2118,116532.445
2119,102768.81
2120,110839.72
2121,89383.92
2122,111190.48
2123,77845.86
2124,149573.27
2125,132655.95
2126,151544.38
2127,154565.03
2128,117392.91
2129,95365.78
2130,137738.75
2131,144845.31
2132,109773.76
2133,111875.055
2134,115702.9
2135,91527.625
2136,76229.37
2137,106510.46
2138,130284.69
2139,145977.6
2140,138231.97
2141,139471.28
2142,127286.04
2143,143017.53
2144,116734.77
2145,138142.88
2146,148297.22
2147,129947.53
2148,131830.25
2149,137312.23
2150,206891.56
2151,107282.9
2152,163602.23
2153,173153.28
2154,100728.89
2155,129715.125
2156,279048.25
2157,227799.5
2158,219835.66
2159,211338.06
2160,170287.77
2161,239208.19
2162,378366.16
2163,331637.12
2164,243801.97
2165,199326.11
2166,154216.36
2167,219825.6
2168,192164.81
2169,193966.44
2170,218770.7
2171,147682.72
2172,128697.2
2173,152490.34
2174,237899.12
2175,290284.16
2176,324330
2177,247720.2
2178,196633.73
2179,139227.4
2180,211335.84
2181,183702
2182,222345.6
2183,187616.47
2184,124073.53
2185,120811.484
2186,139612.2
2187,151099.89
2188,152028.3
2189,267118.9
2190,77175.55
2191,79428.66
2192,92699.93
2193,106279.016
2194,92007.48
2195,113691.26
2196,105102.44
2197,99848.12
2198,139940.12
2199,170675.05
2200,142182.11
2201,136555.72
2202,183145.56
2203,146013.53
2204,189236.25
2205,119940.16
2206,134043.02
2207,205779.78
2208,223296.95
2209,222488.34
2210,120426.47
2211,104081.234
2212,110785.086
2213,97691.04
2214,141075.9
2215,97431.92
2216,155555.95
2217,78044.336
2218,61727.875
2219,55279.133
2220,51177.254
2221,318933.78
2222,289705.88
2223,285742.56
2224,213230.36
2225,117806.07
2226,202544.42
2227,214397.12
2228,260528.25
2229,240500.81
2230,153188.53
2231,212342.73
2232,185249.48
2233,187262.34
2234,225531.28
2235,235879.9
2236,256147.62
2237,350094.97
2238,193565.06
2239,102493.29
2240,152190.33
2241,156823.11
2242,125678.266
2243,132896.67
2244,99357.4
2245,98872.586
2246,136135.2
2247,99570.35
2248,129192.04
2249,128026.97
2250,137806.28
2251,129271.66
2252,171182
2253,149213.38
2254,171534.17
2255,186895.17
2256,181851.19
2257,217198.05
2258,155598.84
2259,176569.12
2260,156507.56
2261,182719.88
2262,206826.27
2263,377516.97
2264,440781.3
2265,169885.97
2266,303285.94
2267,396758.12
2268,422203.94
2269,145453.28
2270,192930.36
2271,200214.88
2272,187837.92
2273,166353.97
2274,172061.25
2275,132549.6
2276,173615.78
2277,185311.16
2278,135136.2
2279,121835.57
2280,113035.45
2281,176558
2282,204231.34
2283,94456.47
2284,107869.625
2285,126763.32
2286,120649.37
2287,341341.47
2288,270428.75
2289,398780.03
2290,481861.88
2291,316090.16
2292,417976.53
2293,522101.84
2294,423141.53
2295,447185.38
2296,275000.38
2297,312236.62
2298,308516.25
2299,368303.97
2300,347268.8
2301,286325.5
2302,237985.14
2303,215840.38
2304,198616.62
2305,187110.08
2306,188602.25
2307,197417.83
2308,229397.5
2309,258379.78
2310,198361.06
2311,188945.2
2312,186627.3
2313,178631.9
2314,161518.19
2315,184967.2
2316,196731.64
2317,177564.06
2318,190237.27
2319,171443.73
2320,181225.84
2321,233868.67
2322,163298.73
2323,181799.69
2324,157794.8
2325,208090.33
2326,165706.05
2327,205202.25
2328,225084.36
2329,187759.84
2330,179957.23
2331,348709.12
2332,368753.5
2333,311764.4
2334,261966.56
2335,243921.73
2336,322138.6
2337,193911.31
2338,280304.78
2339,205824.33
2340,410282.8
2341,215400.73
2342,219578.56
2343,225877.19
2344,215241.6
2345,227136.34
2346,201799.42
2347,192730.64
2348,221263.61
2349,195652.61
2350,313222.9
2351,250721.78
2352,249010.38
2353,272883.47
2354,124365.55
2355,132497.39
2356,154646.27
2357,188273.92
2358,194313.95
2359,124039.22
2360,111594.164
2361,136868.11
2362,257281.89
2363,135280.89
2364,150648.23
2365,200968.6
2366,156508
2367,186512
2368,220655.05
2369,206683.9
2370,174238.95
2371,168499.94
2372,189931.27
2373,274923
2374,316094.38
2375,248544.66
2376,285355.3
2377,351805.6
2378,138504.19
2379,190885.33
2380,137876.75
2381,159374.62
2382,188921.6
2383,206806.75
2384,257172
2385,154226.95
2386,124568.29
2387,129971.33
2388,90834.484
2389,119274.34
2390,150790.39
2391,126390.07
2392,114651.83
2393,169518.44
2394,141494
2395,201425.27
2396,133097.58
2397,213498.34
2398,137056.06
2399,64362.74
2400,57650.062
2401,110338.12
2402,136768.16
2403,134812.22
2404,143264.06
2405,160393.03
2406,130961.11
2407,128887.7
2408,139201.78
2409,122860.73
2410,167275.89
2411,117160.83
2412,148830.94
2413,129966.5
2414,136016.45
2415,131052.32
2416,122524.21
2417,128178.7
2418,122602.99
2419,130865.98
2420,120707.945
2421,136941.48
2422,109058.664
2423,119515.85
2424,157501.33
2425,195731.56
2426,125025.07
2427,135616.73
2428,166186.84
2429,106146.625
2430,126261.65
2431,105980.33
2432,145037.45
2433,150239.77
2434,138988.08
2435,151835.58
2436,103316.766
2437,107386.484
2438,126953.984
2439,107584.734
2440,115150.96
2441,83227.07
2442,97523.766
2443,115219.836
2444,126409.12
2445,78375.28
2446,129395.25
2447,153714.34
2448,133164.73
2449,107651.66
2450,143012.89
2451,134732.27
2452,168074.31
2453,94631.03
2454,120515.86
2455,110530.12
2456,136122.34
2457,131881.19
2458,118119.05
2459,113713.27
2460,123089.305
2461,117611.64
2462,137418.34
2463,123278.09
2464,166701.3
2465,131614.44
2466,114207.555
2467,128078.51
2468,76135.2
2469,72764.75
2470,194688.47
2471,183855.72
2472,170661.38
2473,109314.62
2474,87826.01
2475,204793.45
2476,109989.21
2477,125118.945
2478,147733.56
2479,106808.086
2480,138776.83
2481,112692.84
2482,127504.98
2483,107515.3
2484,112714.125
2485,122590.83
2486,164923.12
2487,179867.84
2488,147294.22
2489,138804.62
2490,139864.61
2491,91238.805
2492,169444.89
2493,141569.72
2494,138160.14
2495,83784.54
2496,240295.62
2497,146872.16
2498,113996.016
2499,79601.1
2500,135760.52
2501,131552.45
2502,137885.81
2503,91629.28
2504,169254.16
2505,230262.84
2506,245071.03
2507,254093.19
2508,241232.89
2509,212433.48
2510,207022.42
2511,171134.5
2512,204260.17
2513,215944.77
2514,224339.02
2515,152982.23
2516,167283.39
2517,144095.11
2518,151905.69
2519,226592.86
2520,204570.73
2521,168647.52
2522,222070.31
2523,121207.086
2524,136357
2525,146864.86
2526,131673.83
2527,112272.766
2528,126607.7
2529,120359.99
2530,120973.35
2531,258146.53
2532,224376.23
2533,190595
2534,215195.4
2535,308402.12
2536,227355.66
2537,223039
2538,180070.72
2539,184759.34
2540,180527.75
2541,183607.25
2542,177876.78
2543,128711.195
2544,116810.17
2545,125121.57
2546,121864.86
2547,135687.38
2548,131313.05
2549,152746.22
2550,655512.5
2551,135810.62
2552,131877.28
2553,70744.65
2554,92255.87
2555,110872.28
2556,107953.195
2557,112136.76
2558,125407.2
2559,129873.445
2560,137675.05
2561,130215.62
2562,140783.84
2563,150916.56
2564,191552.58
2565,129773.04
2566,163338.92
2567,134180.62
2568,178823.14
2569,198625.7
2570,120529.42
2571,200149.39
2572,141892.1
2573,178977.72
2574,260461.17
2575,127699.44
2576,119128.04
2577,154318.47
2578,77473.18
2579,70106.93
2580,87605.414
2581,92433.414
2582,86987.016
2583,274940.6
2584,148783.39
2585,206426.45
2586,205495.22
2587,190558.47
2588,132192.84
2589,142026.12
2590,221610.38
2591,213824.77
2592,209279.25
2593,241741.86
2594,169407.73
2595,186968.8
2596,313040.75
2597,201065.98
2598,286918.9
2599,290057.78
2600,175104.67
2601,147379.66
2602,83559.83
2603,94121.51
2604,87416.63
2605,81288.78
2606,150317.58
2607,189230.48
2608,191158.03
2609,171607.81
2610,102559.09
2611,111753.17
2612,143148.11
2613,135325.28
2614,134512.86
2615,145989.44
2616,140896
2617,195119.52
2618,183308.94
2619,187323.25
2620,189919.12
2621,178240.34
2622,179326.44
2623,235933.67
2624,312353.38
2625,293718
2626,175224.45
2627,156462.19
2628,471568.06
2629,489419.78
2630,349725.9
2631,451666
2632,419383.6
2633,301174.38
2634,413243.28
2635,146661.22
2636,173115.64
2637,174995.83
2638,256991.3
2639,191370.53
2640,146605.7
2641,104759.695
2642,206902.42
2643,99566.65
2644,124831.83
2645,102641.875
2646,92243.02
2647,101130.56
2648,128386.44
2649,142782.72
2650,120964.01
2651,138007.38
2652,403838.38
2653,246058.14
2654,258557.75
2655,403070.38
2656,270116.1
2657,326044.97
2658,296427.62
2659,306877.1
2660,359123.62
2661,328626
2662,339557.7
2663,279780.78
2664,249237.98
2665,304938.78
2666,256903.83
2667,166698.44
2668,179139.27
2669,179872.3
2670,272712.28
2671,182809.81
2672,185754.73
2673,202671.95
2674,197282.52
2675,162602.84
2676,189223.44
2677,195040.25
2678,263237.53
2679,265160.5
2680,274840.2
2681,405247.72
2682,322857.97
2683,486004.44
2684,297604.53
2685,328784.3
2686,240638.47
2687,324373
2688,195827.53
2689,186751.56
2690,486601.78
2691,192598.34
2692,127213.71
2693,176873.33
2694,121219.23
2695,183692.38
2696,179665.38
2697,183031.89
2698,192126.33
2699,177104.73
2700,161432.88
2701,148461.08
2702,109214.055
2703,116049.46
2704,134271.64
2705,121232.06
2706,112561.16
2707,117293.75
2708,132339.55
2709,96281.27
2710,125843.06
2711,288269.16
2712,393539.9
2713,173780.27
2714,152870.67
2715,172274.86
2716,139427.92
2717,186113.45
2718,222381.42
2719,156624.62
2720,158489.92
2721,136945.92
2722,160948.94
2723,137552.34
2724,126995.52
2725,130008.89
2726,151139.67
2727,170110.03
2728,163325.52
2729,147803.47
2730,143962.42
2731,122497.336
2732,128165.016
2733,157514.7
2734,144543.39
2735,129713.766
2736,143297.81
2737,122726.52
2738,130680.9
2739,160963.38
2740,133447.61
2741,146664.72
2742,139657.34
2743,143880.08
2744,149476.16
2745,134810.8
2746,139773.14
2747,139271.38
2748,114731.016
2749,131151.1
2750,125958.93
2751,132142.55
2752,167608.52
2753,140960.25
2754,241406.66
2755,121564.45
2756,91645.88
2757,68807.26
2758,80146.125
2759,159222.4
2760,125621.71
2761,142914.72
2762,137975.8
2763,178730.39
2764,140049.2
2765,279708.75
2766,128881.93
2767,87709.414
2768,124956.3
2769,132545.3
2770,128643.45
2771,111242.234
2772,110789.734
2773,160978.58
2774,141356.3
2775,111021.9
2776,130579.49
2777,137728.64
2778,97241.16
2779,122437.42
2780,84868.12
2781,96250.88
2782,98257.92
2783,110987.49
2784,122873.85
2785,140872.89
2786,73750.6
2787,112309.07
2788,79873.414
2789,163126.89
2790,90852.586
2791,113525.38
2792,54417.32
2793,162144.31
2794,102247.945
2795,122641.7
2796,95167.35
2797,196455.66
2798,107354.64
2799,118648.44
2800,69987.414
2801,102909.45
2802,131930.62
2803,151566.34
2804,126338.734
2805,94357.07
2806,79966.7
2807,140651.66
2808,150028.28
2809,132806.33
2810,128722.85
2811,157724.55
2812,157096.44
2813,151269.31
2814,152590.42
2815,87936.39
2816,222848.5
2817,150759.9
2818,128538.97
2819,140926.78
2820,137195.2
2821,104652.25
2822,205692.47
2823,303361.16
2824,191547.47
2825,158649.16
2826,134907
2827,132209.98
2828,228683.23
2829,209500.11
2830,222892.28
2831,170716.23
2832,269806.66
2833,275965.1
2834,205443.1
2835,214363.19
2836,189889.97
2837,147215.02
2838,148996.39
2839,189297.81
2840,191003.69
2841,195518.31
2842,222334.14
2843,143793.92
2844,142606.34
2845,116985.31
2846,205784.48
2847,199126.05
2848,196401.7
2849,196120.77
2850,270116.88
2851,220294.66
2852,229592.95
2853,236350.53
2854,139279.73
2855,192426.14
2856,195641.42
2857,185566.34
2858,194004.55
2859,124100.87
2860,121596.69
2861,131098.19
2862,189652.16
2863,120626.586
2864,262682.06
2865,137053.45
2866,134317.23
2867,98428.52
2868,90069.42
2869,104062.08
2870,123308.9
2871,85305.98
2872,53490.07
2873,93361.7
2874,139158.92
2875,115208.95
2876,158910.36
2877,135844.3
2878,155382.92
2879,141284.06
2880,95384.336
2881,132848.64
2882,179582.47
2883,183119.19
2884,198600.89
2885,184998.78
2886,235205.78
2887,88943.27
2888,129888.805
2889,54711.957
2890,86190.55
2891,132321.11
2892,39548.68
2893,64350.89
2894,51650.176
2895,326809.88
2896,280240.34
2897,202362.94
2898,136765.94
2899,200156.06
2900,157013.47
2901,212149.64
2902,175488.34
2903,339208.78
2904,336997.5
2905,88397.25
2906,194904.33
2907,109469.43
2908,128783.516
2909,137830.2
2910,79083.234
2911,78501.33
2912,132693.02
2913,86485.33
2914,78511.586
2915,83257.95
2916,85163.56
2917,149183.08
2918,119431.99
2919,216063
